,Unnamed: 0,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real,Serial Killer Previsto
18,1439,28.82,1.45,86.98,Masculino,Preto,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
19,1215,24.92,1.59,82.71,Masculino,Preto,Loiro,Estrangulamento,Escola,Branca,Classe Média,Desconhecido,Desconhecido
20,257,24.55,1.9,85.63,Feminino,Verde,Loiro,Envenenamento,Casa,Parda,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
21,1034,39.02,1.67,52.87,Masculino,Azul,Ruivo,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
22,780,36.62,1.41,87.61,Masculino,Verde,Preto,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
23,2030,45.56,1.83,82.18,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
24,1154,46.01,1.43,39.94,Masculino,Azul,Loiro,Envenenamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
25,765,25.69,1.78,83.1,Masculino,Azul,Ruivo,Envenenamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
26,309,23.59,1.52,66.83,Masculino,Castanho,Loiro,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido,Desconhecido
27,1093,17.9,1.61,46.62,Feminino,Castanho,Ruivo,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
28,23,35.79,1.6,63.24,Feminino,Verde,Loiro,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido,Desconhecido
29,2039,22.77,1.85,74.81,Feminino,Verde,Castanho,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
30,647,20.98,1.83,74.32,Feminino,Verde,Preto,Envenenamento,Rua,Branca,Classe Média,Desconhecido,Desconhecido
31,1979,23.85,1.88,74.04,Masculino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
32,98,22.61,1.51,77.13,Masculino,Castanho,Castanho,Envenenamento,Rua,Branca,Classe Média,Desconhecido,Desconhecido
33,1933,41.92,1.66,44.74,Masculino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
34,2061,25.82,1.82,79.47,Feminino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Média,Roberto Chimarildo Tomáz,Coringon de le pinheirinho Silva
35,2019,31.62,1.71,82.7,Feminino,Verde,Ruivo,Estrangulamento,Escola,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
36,1290,25.29,1.58,35.57,Masculino,Verde,Castanho,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
37,816,26.91,1.86,59.01,Feminino,Preto,Castanho,Contusão,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
38,663,26.02,1.74,81.59,Masculino,Preto,Castanho,Envenenamento,Escola,Negra,Classe Alta,Desconhecido,Desconhecido
39,1421,21.88,1.6,53.16,Masculino,Preto,Ruivo,Contusão,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
40,558,27.44,1.59,49.68,Masculino,Preto,Loiro,Envenenamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
41,1416,17.33,1.87,79.22,Masculino,Azul,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
42,757,17.1,1.83,33.8,Masculino,Preto,Castanho,Contusão,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
43,83,16.71,1.54,50.61,Masculino,Preto,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
44,440,48.92,1.49,71.53,Feminino,Azul,Castanho,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido,Desconhecido
45,350,20.52,1.61,55.59,Feminino,Preto,Loiro,Envenenamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
46,1883,46.66,1.77,65.18,Masculino,Castanho,Preto,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
47,13,34.03,1.63,63.72,Masculino,Verde,Preto,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
48,1047,44.74,1.77,82.86,Masculino,Verde,Preto,Contusão,Escola,Branca,Classe Média,Desconhecido,Desconhecido
49,1110,23.75,1.74,32.62,Masculino,Preto,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
50,409,28.58,1.87,59.43,Masculino,Azul,Ruivo,Contusão,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
51,686,44.57,1.48,44.83,Feminino,Azul,Castanho,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
52,2124,19.6,1.84,74.0,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
53,441,57.74,1.54,58.22,Masculino,Azul,Preto,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
54,983,35.77,1.76,45.55,Feminino,Preto,Preto,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
55,1667,14.3,1.48,46.48,Masculino,Azul,Preto,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
56,1682,13.36,1.58,36.22,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
57,1626,21.12,1.54,33.95,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho,ElBigodon Camacho
58,1310,19.53,1.61,53.39,Feminino,Verde,Castanho,Contusão,Rua,Parda,Classe Média,Desconhecido,Desconhecido
59,1635,19.75,1.56,45.6,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
60,584,27.1,1.4,58.91,Masculino,Preto,Loiro,Envenenamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
61,1537,19.85,1.41,77.62,Masculino,Verde,Ruivo,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
62,1116,54.28,1.78,83.55,Masculino,Preto,Preto,Contusão,Escola,Branca,Classe Baixa,Desconhecido,Desconhecido
63,1250,45.04,1.84,43.06,Feminino,Castanho,Loiro,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
64,557,47.88,1.59,58.73,Feminino,Verde,Castanho,Envenenamento,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
65,830,25.36,1.7,55.43,Feminino,Azul,Ruivo,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
66,1857,39.41,1.59,37.6,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
67,2006,30.64,1.76,78.19,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
68,751,44.08,1.82,31.43,Masculino,Preto,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
69,1823,37.18,1.7,58.22,Feminino,Azul,Preto,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
70,1291,48.84,1.85,38.0,Masculino,Verde,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
71,1701,18.94,1.52,34.84,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
72,2012,24.98,1.89,77.61,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
73,1387,17.32,1.62,65.89,Masculino,Castanho,Loiro,Envenenamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
74,1141,34.92,1.59,44.21,Feminino,Castanho,Preto,Contusão,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
75,633,42.45,1.67,87.71,Masculino,Preto,Ruivo,Contusão,Casa,Negra,Classe Média,Desconhecido,Desconhecido
76,451,35.6,1.7,81.6,Feminino,Azul,Preto,Estrangulamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
77,1179,54.84,1.59,39.86,Masculino,Castanho,Ruivo,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
78,726,12.9,1.76,88.84,Masculino,Verde,Castanho,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido,Desconhecido
79,281,34.59,1.52,39.65,Masculino,Verde,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
80,1431,52.47,1.54,66.27,Masculino,Azul,Castanho,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
81,1247,11.11,1.7,63.96,Feminino,Castanho,Loiro,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
82,1257,15.25,1.44,33.76,Feminino,Azul,Preto,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
83,1424,52.79,1.62,67.14,Masculino,Castanho,Ruivo,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
84,1995,26.58,1.79,76.88,Masculino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
85,1679,24.85,1.53,34.97,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
86,1,47.5,1.72,76.1,Masculino,Castanho,Castanho,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
87,2126,31.34,1.53,82.84,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
88,1443,53.77,1.86,71.43,Masculino,Azul,Loiro,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
89,468,14.35,1.8,77.24,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
90,1394,16.51,1.59,80.86,Masculino,Azul,Castanho,Envenenamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
91,97,26.77,1.57,86.36,Feminino,Preto,Castanho,Contusão,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
92,652,41.09,1.55,72.65,Feminino,Preto,Preto,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
93,738,34.94,1.45,67.0,Masculino,Verde,Preto,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
94,1645,21.5,1.48,58.85,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
95,1882,42.68,1.65,61.95,Masculino,Verde,Preto,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
96,442,41.03,1.89,64.14,Feminino,Verde,Ruivo,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido,Desconhecido
97,2058,27.99,1.56,75.29,Feminino,Preto,Ruivo,Envenenamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
98,428,54.03,1.86,58.9,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
99,2093,28.85,1.71,85.78,Masculino,Verde,Ruivo,Estrangulamento,Escola,Parda,Classe Média,Roberto Chimarildo Tomáz,Desconhecido
100,1797,37.08,1.7,66.11,Feminino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
101,2009,32.38,1.71,79.9,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
102,1105,34.89,1.73,68.93,Feminino,Preto,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
103,1594,13.77,1.43,54.09,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
104,1472,34.86,1.86,59.66,Feminino,Verde,Preto,Estrangulamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
105,963,11.5,1.82,57.23,Feminino,Azul,Preto,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
106,836,26.47,1.86,32.91,Masculino,Azul,Castanho,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
107,276,32.62,1.52,31.72,Masculino,Preto,Castanho,Estrangulamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
108,735,31.78,1.47,65.72,Masculino,Preto,Preto,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
109,1239,24.06,1.79,42.49,Feminino,Preto,Castanho,Esfaqueamento,Casa,Parda,Classe Média,Desconhecido,Desconhecido
110,626,14.36,1.78,61.3,Masculino,Castanho,Castanho,Envenenamento,Escola,Parda,Classe Média,Desconhecido,Desconhecido
111,481,13.23,1.59,72.75,Masculino,Preto,Preto,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
112,1124,56.21,1.78,31.52,Feminino,Verde,Preto,Envenenamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
113,171,44.19,1.8,71.08,Feminino,Azul,Castanho,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
114,1939,44.01,1.67,76.16,Feminino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Alta,Coringon de le pinheirinho Silva,Desconhecido
115,804,13.37,1.41,61.47,Feminino,Azul,Loiro,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
116,1320,19.66,1.51,89.3,Masculino,Verde,Ruivo,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido,Desconhecido
117,203,27.03,1.62,82.95,Feminino,Verde,Castanho,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
118,2053,28.6,1.6,37.25,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
119,1152,17.26,1.77,73.79,Masculino,Azul,Preto,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
120,524,14.09,1.51,38.75,Feminino,Preto,Preto,Envenenamento,Casa,Negra,Classe Alta,Desconhecido,Desconhecido
121,1339,12.29,1.62,70.19,Feminino,Castanho,Loiro,Contusão,Escola,Negra,Classe Média,Desconhecido,Desconhecido
122,1734,36.1,1.46,37.84,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho,ElBigodon Camacho
123,1373,14.33,1.5,46.17,Masculino,Preto,Castanho,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
124,2038,23.14,1.76,73.97,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
125,902,49.48,1.86,69.38,Masculino,Castanho,Preto,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
126,684,38.45,1.86,40.76,Feminino,Azul,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido,Desconhecido
127,522,31.52,1.48,38.84,Masculino,Verde,Preto,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
128,510,18.57,1.53,54.5,Feminino,Castanho,Ruivo,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
129,1999,37.52,1.73,62.14,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
130,1090,17.41,1.43,45.32,Feminino,Azul,Preto,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
131,1875,42.43,1.71,55.64,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
132,704,11.04,1.78,56.94,Masculino,Verde,Loiro,Envenenamento,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
133,599,10.39,1.43,40.83,Feminino,Preto,Ruivo,Contusão,Escola,Negra,Classe Média,Desconhecido,Desconhecido
134,1148,32.16,1.46,52.06,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
135,1881,38.1,1.64,58.07,Feminino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
136,207,34.79,1.52,34.99,Feminino,Verde,Castanho,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
137,195,16.26,1.43,45.15,Feminino,Azul,Castanho,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
138,1089,36.02,1.5,46.76,Masculino,Verde,Castanho,Contusão,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
139,37,50.26,1.56,54.98,Masculino,Azul,Ruivo,Contusão,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
140,478,54.23,1.42,48.32,Masculino,Castanho,Ruivo,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
141,2112,27.62,1.8,82.3,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
142,1834,36.34,1.72,64.82,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
143,1265,46.96,1.48,52.53,Masculino,Castanho,Loiro,Contusão,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
144,1697,13.89,1.7,40.12,Masculino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Média,ElBigodon Camacho,ElBigodon Camacho
145,1468,46.2,1.73,35.24,Masculino,Azul,Preto,Contusão,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
146,970,52.28,1.41,36.36,Feminino,Preto,Preto,Contusão,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
147,273,57.58,1.8,65.1,Feminino,Castanho,Loiro,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
148,2010,28.42,1.84,82.13,Feminino,Verde,Ruivo,Envenenamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
149,539,55.91,1.43,74.66,Masculino,Verde,Loiro,Esfaqueamento,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
150,169,38.33,1.71,40.43,Masculino,Verde,Loiro,Envenenamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
151,1588,26.06,1.62,41.17,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
152,405,24.92,1.74,54.07,Feminino,Castanho,Castanho,Contusão,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
153,474,51.59,1.82,71.24,Feminino,Verde,Castanho,Contusão,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
154,944,33.88,1.53,78.23,Masculino,Castanho,Preto,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido,Desconhecido
155,1559,17.44,1.5,79.74,Feminino,Azul,Loiro,Contusão,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
156,1354,20.09,1.57,64.15,Masculino,Verde,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
157,1113,31.43,1.41,55.05,Masculino,Preto,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido,Desconhecido
158,698,53.75,1.55,62.87,Masculino,Castanho,Castanho,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido,Desconhecido
159,551,14.16,1.53,85.93,Feminino,Verde,Preto,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
160,1442,33.22,1.83,53.33,Feminino,Preto,Castanho,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
161,1567,22.54,1.55,41.71,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
162,1522,39.52,1.5,31.89,Feminino,Azul,Castanho,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
163,978,16.53,1.41,64.29,Feminino,Azul,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
164,156,48.54,1.73,43.72,Masculino,Castanho,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
165,1753,13.74,1.55,38.2,Feminino,Azul,Loiro,Contusão,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
166,1609,41.92,1.52,43.2,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
167,930,15.55,1.85,43.07,Feminino,Preto,Castanho,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
168,1021,41.1,1.8,83.76,Masculino,Azul,Preto,Contusão,Casa,Negra,Classe Média,Desconhecido,Desconhecido
169,578,19.41,1.69,87.1,Feminino,Castanho,Loiro,Envenenamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
170,1294,59.87,1.53,36.19,Masculino,Castanho,Ruivo,Contusão,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
171,665,17.97,1.55,48.1,Feminino,Preto,Preto,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
172,1548,20.54,1.75,33.91,Masculino,Preto,Loiro,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
173,263,48.64,1.86,57.84,Masculino,Castanho,Ruivo,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
174,1071,31.52,1.84,84.87,Masculino,Azul,Ruivo,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
175,1073,18.13,1.46,52.84,Feminino,Azul,Castanho,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
176,732,47.75,1.86,52.0,Feminino,Preto,Preto,Estrangulamento,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
177,717,52.5,1.44,57.51,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido,ElBigodon Camacho
178,1292,27.79,1.78,51.15,Feminino,Verde,Preto,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
179,722,57.5,1.59,77.25,Feminino,Preto,Loiro,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
180,2047,32.67,1.72,81.73,Feminino,Preto,Ruivo,Estrangulamento,Casa,Parda,Classe Média,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
181,1647,11.06,1.53,37.17,Masculino,Azul,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
182,538,55.75,1.48,33.12,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido,Desconhecido
183,961,38.51,1.65,78.57,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
184,1913,11.66,1.75,55.09,Masculino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva,Desconhecido
185,1252,34.78,1.51,80.51,Masculino,Azul,Ruivo,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
186,1293,17.64,1.72,50.02,Masculino,Castanho,Preto,Envenenamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
187,1298,55.7,1.88,31.81,Masculino,Verde,Ruivo,Contusão,Escola,Parda,Classe Média,Desconhecido,Desconhecido
188,1624,14.13,1.57,41.31,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
189,0,14.16,1.71,54.8,Masculino,Verde,Preto,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
190,1542,41.76,1.79,80.88,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido,Desconhecido
191,323,57.55,1.79,58.81,Masculino,Preto,Castanho,Envenenamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
192,851,38.88,1.69,79.14,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
